Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Ticker
M&A,19/4/1999,BabyCenter Inc,eToys Inc,"Intel Corp,Broderbund Software Inc,Deer Management Co LLC (Fund: Bessemer Venture Partners IV LP),TVL Management Corp (Fund: Trinity Ventures VI LP),Crystal Internet Ventures,Ridge Ventures (Fund: IDG Pacific Technology Ventures USA)",N/A,Stock, ,Completed,Communications,INTC
M&A,26/10/2015,Saffron Technology Inc,Intel Corp,"Private Investor,Intel Capital Corp (Fund: Intel Communications Fund)",N/A,Cash, ,Completed,Technology,INTC
M&A,2/10/2015,Havok,Microsoft Corp,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,17/6/2015,Recon Instruments,Intel Corp,"Kopin Corp,Intel Capital Corp (Fund: Intel Communications Fund),Vanedge Capital Partners Ltd (Fund: Vanedge Capital I LP)",N/A,Cash, ,Completed,Industrial,INTC
M&A,5/10/2016,Sportvision Inc,Sportsmedia Technology Corp,"Intel Corp,Prudential Financial Inc,Prospect Street Ventures,RRE Investors LLC",N/A,Cash, ,Completed,Communications,INTC
M&A,24/2/2005,Oplus Technologies Inc,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,25/3/2014,Basis Science Inc,Intel Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",INTC
M&A,24/4/2001,LightLogic Inc,Intel Corp,"Deer Management Co LLC (Fund: Bessemer Venture Partners IV LP),Lightspeed Management Co LLC (Fund: Lightspeed Venture Partners VI LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,16/12/2013,Certain Assets,Intel Corp,Mindspeed Technologies Inc,N/A,Cash, ,Completed,Technology,INTC
M&A,7/11/2003,Mobilian Corp,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,8/7/2003,West Bay Semiconductor Inc,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,13/1/2003,Trillium Software Inc,Continuous Computing Corp,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,27/2/2013,ValidEdge Inc,Intel Corp,LynuxWorks Inc,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,23/7/2013,Xtremeinsights LLC,Intel Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",INTC
M&A,1/10/2013,Sensory Networks Pty Ltd,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,26/5/2016,Itseez Inc,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,18/1/2016,Hostwinds LLC,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,14/7/2005,Lavastorm Analytics Inc,Martin Dawes Systems Ltd,"Intel Corp,Lehman Brothers Holdings Inc,Oak Management Corp/California (Fund: Oak Investment Partners IX LP),Hummer Winblad Venture Partners LP (Fund: Hummer Winblad Venture Partners III LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,4/1/2016,Ascending Technologies GmbH,Intel Corp,,N/A,Undisclosed, ,Completed,Industrial,INTC
M&A,16/4/2010,InSync Software Inc,RFID Invest AG,"Rustic Canyon Partners,Intel Capital Corp (Fund: Intel Digital Home Fund LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,5/4/2016,Yogitech SpA,Intel Corp,"Sviluppo Imprese Centro Italia sgr SpA (Fund: Fondo Toscana Venture),Fondo Toscana Ventures,Neva Societa' Di Gestione Del Risparmio SPA O In F (Fund: Atlante Ventures)",N/A,Cash, ,Completed,Technology,INTC
M&A,14/1/2016,Stonesoft Oyj,Raytheon Co,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,16/9/2016,Soft Machines Inc,Intel Corp,,N/A,Cash and Stock, ,Completed,Technology,INTC
M&A,9/8/2006,Media & signaling business,Eicon Technology Corp,Intel Corp,N/A,Cash, ,Completed,Technology,INTC
M&A,8/11/2013,Kno Inc,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,17/8/2005,Sarvega Inc,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,3/3/2005,Software products,Envox Worldwide,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,10/7/2008,RFID operation,Impinj Inc,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,2/9/2008,OpenedHand Ltd,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,4/3/2008,OpenMediaLabs,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,6/10/2008,Communication rackmount server operation,Kontron AG,Intel Corp,N/A,Cash, ,Completed,Technology,INTC
M&A,10/6/2019,Barefoot Networks Inc,Intel Corp,"Private Investor,Alibaba Group Holding Ltd,Sequoia Capital Operations LLC (Fund: Sequoia Capital US Venture Fund XIV LP),Tencent Holdings Ltd (Fund: Tencent Industry Win-Win Fund),Goldman Sachs Private Equity Group (Fund: Goldman Sachs Social Impact Fund LP),Andreessen Horowitz (Fund: Andrees...",N/A,Cash, ,Completed,Technology,INTC
M&A,29/7/2019,Northwest Logic Inc,Rambus Inc,Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,20/9/2010,Arch Rock Corp,Cisco Systems Inc/California,"Intel Corp,New Enterprise Associates Inc (Fund: New Enterprise Associates XII LP),Shasta Ventures Inc (Fund: Shasta Ventures LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,25/6/2018,Lustre File System,Datadirect Networks Inc,Intel Corp,N/A,Cash, ,Completed,Technology,INTC
M&A,3/4/2018,Wind River Systems Inc,TPG Capital LP/US,Intel Corp,N/A,Cash, ,Completed,Technology,INTC
M&A,10/9/2018,Netspeed Systems Inc,Intel Corp,"SK Hynix Inc,Intel Capital Corp (Fund: Intel Capital Connected Car Fund),Walden International Inc (Fund: Walden Riverwood Ventures LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,17/8/2018,Vertex.AI,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,24/5/2017,French Research & Development Activities/Intel,Renault SA,Intel Corp,N/A,Cash, ,Completed,Technology,INTC
M&A,29/6/2017,Real properties in Japan/Huawei,"Intel Corp,Fujitsu Ltd,DMG Mori Co Ltd",Huawei Investment & Holding Co Ltd,N/A,Cash, ,Completed,Financial,INTC
M&A,19/7/2011,Fulcrum Microsystems Inc,Intel Corp,"New Enterprise Associates Inc (Fund: New Enterprise Associates X LP),Granite Ventures LLC (Fund: Granite Ventures II LP),Palomar Ventures LLC (Fund: Palomar Ventures II LP),Infinity Capital LLC (Fund: Infinity Capital Venture Fund 1999 LP)",N/A,Cash, ,Completed,Communications,INTC
M&A,15/8/2017,SecureCast,Webroot Inc,Intel Corp,N/A,Undisclosed, ,Completed,Communications,INTC
M&A,25/1/2000,Ventix Systems Inc,Motive Inc,"Intel Corp,BT Alex Brown Inc,Austin Ventures LLC (Fund: Austin Ventures VI LP),Piper Jaffray Ventures Inc",N/A,Cash, ,Completed,Communications,INTC
M&A,3/11/2016,Voke Inc,Intel Capital Corp,"Private Investor,Garage Technology Ventures LLC (Fund: Garage California Entrepreneurs Fund LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,22/7/2015,AtHoc Inc,BlackBerry Ltd,"Intel Corp,Greylock Partners (Fund: Greylock X LP),Weston Presidio Service Co LLC (Fund: Weston Presidio Capital IV LP),i-Hatch Ventures LLC (Fund: i-Hatch Ventures LP)",N/A,Cash, ,Completed,Industrial,INTC
M&A,16/4/2019,Image Processing Techniques Ltd,Intel Capital Corp,,N/A,Cash, ,Completed,"Consumer, Non-cyclical",INTC
M&A,6/9/2016,Movidius Ltd,Intel Corp,"Enterprise Ireland,Sunny Optical Technology Group Co Ltd,Venture Capital Investment Management Ltd (Fund: AIB Seed Capital Fund),Robert Bosch Venture Capital GmbH,Draper Esprit PLC (Fund: Encore Ventures I LP),Draper Esprit PLC (Fund: DFJ Esprit Fund III LP),Celtic House Venture Partners Inc ...",N/A,Cash, ,Completed,Technology,INTC
M&A,31/8/2010,Neocleus Israel Ltd,Intel Corp,,N/A,Undisclosed, ,Completed,Communications,INTC
M&A,10/2/2014,Lumidigm Inc,Assa Abloy AB,"Motorola Solutions Inc,Fort Washington Investment Advisors Inc,Sun Mountain Capital LLC,Intel Corp (Fund: Brazos Equity Fund III LP),Draper Fisher Jurvetson International Inc (Fund: Draper Fisher Jurvetson X LP),Wasatch Management Partners LLC (Fund: Epic Venture Fund IV LP),International Ven...",N/A,Cash, ,Completed,"Consumer, Non-cyclical",INTC
M&A,9/8/2016,Nervana Systems Inc,Intel Corp,"Allen & Co LLC,SV Angel Management LLC (Fund: SV Angel IV LP),Draper Fisher Jurvetson International Inc (Fund: Draper Fisher Jurvetson XI LP),DCVC Management Co LLC (Fund: Data Collective III LP),Fuel Capital (Fund: Fuel Capital I LP),Lux Capital Management LLC (Fund: Lux Ventures IV LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,9/10/2006,Solsoft Inc,ExaProtect,"Intel Corp,Societe Generale SA,Rothschild Ltd,Carlyle Group Inc/The (Fund: Carlyle Europe Venture Partners LP),Clam Private Equity,Vi Ventures,Sofinnova Partners SAS (Fund: Sofinnova Capital IV FCPR),Ventech SAS (Fund: Ventech Capital II),Innovacom Gestion SAS (Fund: Innovacom 4 FCPR)",N/A,Undisclosed, ,Completed,Technology,INTC
M&A,17/4/2013,Mashery Inc,Intel Corp,"Cisco Investments Ltd,OpenView Venture Partners (Fund: OpenView Venture Partners II LP),.406 Ventures Management LP (Fund: Point 406 Venture I LP),Formative Ventures (Fund: Formative Ventures Emerging Technologies Fund LP),First Round Capital (Fund: First Round Capital III LP)",N/A,Cash, ,Completed,Communications,INTC
M&A,13/8/2013,Fujitsu Semiconductor Wireless Products Inc,Intel Corp,Fujitsu Ltd,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",INTC
M&A,10/9/2014,Powerwave patent portfolio,Intel Corp,Gores Group LLC/The,N/A,Cash, ,Completed,Communications,INTC
M&A,4/9/2002,Certain LANDesk business assets,"VC Corp (Fund: Vector Capital II LP),Signal Peak Ventures LLC (Fund: vSpring LP)",Intel Corp,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,12/7/2018,eASIC Corp,Intel Corp,"Advanced Equities Inc,Private Investor,Seagate Technology PLC,Suzhou Dongshan Precision Manufacturing Co Ltd,Khosla Ventures LLC (Fund: Khosla Ventures I),Kleiner Perkins Caufield & Byers LLC (Fund: Kleiner Perkins Caufield & Byers XI LP),Crescendo Venture Management LLP (Fund: Crescendo V LP...",N/A,Cash, ,Completed,Technology,INTC
M&A,17/2/2019,Ineda Systems Inc,Intel Corp,"Imagination Technologies Group Ltd,Private Investor,Cisco Investments Ltd,Qualcomm Ventures LLC/Delaware (Fund: Qualcomm Life Fund),Walden International Inc (Fund: Walden Riverwood Ventures LP),Samsung Venture Investment Corp (Fund: Samsung Catalyst Fund LP),IndusAge Global Capital Managers L...",N/A,Cash, ,Completed,Technology,INTC
M&A,20/5/2020,Rivet Networks LLC,Intel Corp,,N/A,Undisclosed, ,Completed,Technology,INTC
M&A,30/6/2020,North Inc/Canada,Alphabet Inc,"FMR LLC,Y Combinator Inc,Intel Corp (Fund: Intel Communications Fund),First Round Capital (Fund: First Round Capital IV LP),Formation8 Partners LLC (Fund: Formation8 Partners Fund I LP),Spark Capital LLC (Fund: Spark Capital IV LP),FundersClub Inc (Fund: FundersClub FC Fund I LLC),Unknown Sel...",N/A,Cash, ,Completed,Financial,INTC
M&A,20/1/2017,Bitcasa Inc,Intel Corp,"Samsung Venture Investment Corp,Horizons Ventures Ltd,Tuesday Capital,Andreessen Horowitz (Fund: Andreessen Horowitz Fund II LP),UV Partners Inc (Fund: Pelion Ventures V LP),First Round Capital (Fund: First Round Capital III LP),Unknown Seller,BYU Cougar Capital",N/A,Cash, ,Completed,Communications,INTC
M&A,4/11/2020,Cnvrg.io,Intel Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",INTC
M&A,30/12/2020,Altitude Software Inc,Enghouse Systems Ltd,"Banco Bilbao Vizcaya Argentaria SA,Intel Corp,Ageas SA/NV,Banco BPI SA,Private Investor,Sonaecom SGPS SA,IBI Group Inc,PAI Partners SAS (Fund: PAI LBO Fund LP),e-millennium 1 Verwaltung GmbH,HM Capital Partners LLC (Fund: Hicks Muse Tate & Furst Equity Fund V LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,29/10/2020,SigOpt Inc,Intel Corp,"In-Q-Tel Inc,Stanford University Pension Plan,Andreessen Horowitz (Fund: Andreessen Horowitz Fund IV LP),DCVC Management Co LLC (Fund: Data Collective III LP),Blumberg Capital LLC (Fund: Blumberg Capital IV LP),SGH Capital SA,Unknown Seller,SV Angel Management LLC (Fund: SV Angel VI LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,7/9/2010,VirtualLogix Inc,Red Bend Software Inc,"Motorola Solutions Inc,Cisco Systems Inc/California,Intel Corp,Index Ventures SA (Fund: Index Ventures II LP),Kepha Partners,Draper Esprit PLC (Fund: DFJ Esprit Fund III LP),Progression Partners,Atlas Venture LP (Fund: Atlas Venture Fund VI LP)",N/A,Cash, ,Completed,Technology,INTC
M&A,13/5/2009,Virtual Iron Software Inc,Oracle Corp,"Intel Corp,SAP SE,Goldman Sachs Group Inc/The,Goldman Sachs Capital Partners (Fund: GS Capital Partners V LP),Matrix Partners Management Services LP (Fund: Matrix Partners VII LP),Highland Capital Partners LLC (Fund: Highland Capital Partners VI LP),Lightspeed Management Co LLC (Fund: Lightsp...",N/A,Cash, ,Completed,Communications,INTC
M&A,28/10/2018,Red Hat Inc,International Business Machines Corp,,31802.52,Cash,52.76,Completed,Technology,IBM
M&A,8/12/1998,Global communications network/IBM,AT&T Corp,International Business Machines Corp,5000,Cash, ,Completed,N.A.,IBM
M&A,12/11/2007,Cognos Inc,International Business Machines Corp,,4523.79,Cash,26.77,Completed,Technology,IBM
M&A,30/7/2002,PwC Consulting,International Business Machines Corp,PricewaterhouseCoopers LLP,3897,Cash and Stock, ,Completed,"Consumer, Non-cyclical",IBM
M&A,16/11/2006,China Guangfa Bank Co Ltd,"International Business Machines Corp,Citigroup Inc,China Life Insurance Co Ltd,CITIC Trust Co Ltd,State Grid Corp of China,Yangpu Puhua Investment Development Co Ltd",,3100,Cash, ,Completed,Financial,IBM
M&A,5/6/1995,Lotus Development Corp,International Business Machines Corp,,3093.31,Cash,30.6,Completed,Technology,IBM
M&A,18/2/2016,Truven Health Analytics Inc,International Business Machines Corp,Veritas Capital Fund Management LLC,2600,Cash,27.39,Completed,"Consumer, Non-cyclical",IBM
M&A,28/10/2015,Digital Assets/Weather Channel,International Business Machines Corp,Weather Group Television LLC,2284,Cash, ,Completed,Technology,IBM
M&A,23/1/2014,x86 Server hardware & related maintenance services,Lenovo Group Ltd,International Business Machines Corp,2071.35,Cash and Stock, ,Completed,Technology,IBM
M&A,4/6/2002,Hard disk drive JV,Hitachi Ltd,International Business Machines Corp,2050,Cash, ,Completed,Technology,IBM
M&A,4/6/2013,SoftLayer Technologies Inc,International Business Machines Corp,"GI Partners LLC (Fund: GI Partners III LP),Unknown Seller",2000,Cash, ,Completed,Technology,IBM
M&A,6/12/2018,IBM Software Products,HCL Technologies Ltd,International Business Machines Corp,1800,Cash, ,Completed,Technology,IBM
M&A,8/12/2004,IBM PC business,Lenovo Group Ltd,International Business Machines Corp,1750,Cash and Stock, ,Completed,Technology,IBM
M&A,20/9/2010,Netezza LLC,International Business Machines Corp,,1660.56,Cash,85.11,Completed,Technology,IBM
M&A,6/12/2002,Rational Software Corp,International Business Machines Corp,,1576.38,Cash,28.31,Completed,Technology,IBM
M&A,13/12/1993,IBM Federal Systems,Lockheed Martin Tactical Systems Inc,International Business Machines Corp,1500,Cash, ,Completed,N.A.,IBM
M&A,24/5/2010,Sterling Commerce,International Business Machines Corp,AT&T Inc,1400,Cash, ,Completed,Communications,IBM
M&A,5/10/2015,Cleversafe Inc,International Business Machines Corp,"Pritzker Group Venture Capital LLC,Presidio Ventures Inc,Harrison Street Securities LLC,New Enterprise Associates Inc (Fund: New Enterprise Associates XII LP),Motorola Solutions Venture Capital,Alsop Louie Partners LLC (Fund: Alsop Louie Capital 1 LP),OCA Ventures LLC (Fund: OCA Venture Partn...",1309,Cash, ,Completed,Technology,IBM
M&A,27/8/2012,Kenexa Corp,International Business Machines Corp,,1230.31,Cash,31.43,Completed,Technology,IBM
M&A,10/8/2006,Filenet Corp,International Business Machines Corp,,1116,Cash,18.63,Completed,Technology,IBM
M&A,23/8/2006,Internet Security Systems Inc,International Business Machines Corp,,1053.6,Cash,14.7,Completed,Communications,IBM
M&A,24/4/2001,Informix Software Inc,International Business Machines Corp,Ascential Software Corp,1000,Cash, ,Completed,Technology,IBM
M&A,29/12/1997,Portfolio of 12 malls,Consortium,International Business Machines Corp,974.5,Undisclosed, ,Completed,N.A.,IBM
M&A,6/8/2015,Merge Healthcare Inc,International Business Machines Corp,,917.98,Cash,21.07,Completed,Technology,IBM
M&A,17/4/2012,Retail store solutions business,Toshiba TEC Corp,International Business Machines Corp,850,Cash,0.03,Completed,Technology,IBM
M&A,12/7/1999,Sequent Computer Systems Inc,International Business Machines Corp,,772.58,Cash,12.22,Completed,Technology,IBM
M&A,28/7/2009,SPSS Inc,International Business Machines Corp,,766.02,Cash,10.03,Completed,Technology,IBM
M&A,1/10/1996,Celestica Inc,Onex Corp,International Business Machines Corp,750,Cash, ,Completed,Industrial,IBM
M&A,4/6/2007,Telelogic AB,International Business Machines Corp,,733.72,Cash, ,Completed,Technology,IBM
M&A,21/12/2005,Micromuse Inc,International Business Machines Corp,,690.91,Cash,44.88,Completed,Technology,IBM
M&A,31/1/1996,Tivoli Systems Inc,International Business Machines Corp,,672.49,Cash,136.16,Completed,Technology,IBM
M&A,14/3/2005,Ascential Software Corp,International Business Machines Corp,,619.41,Cash,21.35,Completed,Technology,IBM
M&A,3/8/2006,MRO Software Inc,International Business Machines Corp,,601.09,Cash,17.82,Completed,Technology,IBM
M&A,27/10/2009,Sales and client support operations,Dassault Systemes SE,International Business Machines Corp,600,Cash, ,Completed,Technology,IBM
M&A,10/9/2013,Customer care business process outsourcing service,SYNNEX Corp,International Business Machines Corp,505,Cash and Stock, ,Completed,Technology,IBM
M&A,12/1/2000,Circuit Board Mfg Facilities ,Celestica Inc,International Business Machines Corp,500,Undisclosed, ,Completed,N.A.,IBM
M&A,13/5/1997,Advantis,International Business Machines Corp,Sears Roebuck and Co,450,Undisclosed, ,Completed,N.A.,IBM
M&A,1/4/2004,Candle Corp,International Business Machines Corp,,435,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,13/8/2010,Unica Corp,International Business Machines Corp,,425.87,Cash,41.59,Completed,Technology,IBM
M&A,8/12/2011,DemandTec Inc,International Business Machines Corp,,411.02,Cash, ,Completed,Technology,IBM
M&A,1/9/2011,Algorithmics Inc,International Business Machines Corp,Fimalac,387,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,19/12/2001,Optical transceiver business,Viavi Solutions Inc,International Business Machines Corp,376.88,Cash and Stock, ,Completed,Communications,IBM
M&A,9/7/2001,One Federal St ppty/Boston MA,International Business Machines Corp,ING Groep NV,375.07,Undisclosed, ,Completed,Financial,IBM
M&A,25/1/2007,InfoPrint Solutions Co LLC,Ricoh Co Ltd,International Business Machines Corp,369.75,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,25/1/2007,InfoPrint Solutions Co LLC,Ricoh Co Ltd,International Business Machines Corp,355.25,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,24/1/2018,IT services unit/Mediobanca Innovation Services Sc,International Business Machines Corp,Mediobanca Banca di Credito Finanziario SpA,343.84,Cash, ,Completed,Technology,IBM
M&A,27/7/1999,Mylex Corp,International Business Machines Corp,,243.84,Cash, ,Completed,Technology,IBM
M&A,13/4/2004,Intellectual ppty & portfolio of PowerPC 400 produ,Applied Micro Circuits Corp,International Business Machines Corp,235,Cash, ,Completed,Technology,IBM
M&A,28/7/2008,ILOG SAS,International Business Machines Corp,,234.35,Cash,66.85,Completed,Technology,IBM
M&A,27/3/2000,Software Assets              ,i2 Technologies Inc,International Business Machines Corp,226.74,Stock, ,Completed,N.A.,IBM
M&A,28/11/2009,Guardium Inc,International Business Machines Corp,"Private Investor,StageOne Ventures,Ascent Venture Partners (Fund: Ascent Venture Partners IV LP),Cedar Financial Advisors Ltd (Fund: Cedar Fund II LP),Veritas Venture Partners (Fund: VVP Fund II)",225,Cash, ,Completed,Technology,IBM
M&A,6/7/1999,Dominion Semiconductor LLC,Toshiba Corp,International Business Machines Corp,204.66,Undisclosed, ,Completed,Technology,IBM
M&A,19/12/1997,Software Artistry Inc,International Business Machines Corp,,200,Cash, ,Completed,Technology,IBM
M&A,7/6/2000,E2open LLC,"International Business Machines Corp,Panasonic Corp,Nortel Networks Corp,Morgan Stanley,i2 Technologies Inc,Ariba Inc,Unnamed Buyer,Crosspoint Venture Partners",,200,Cash, ,Completed,Technology,IBM
M&A,11/2/1998,CommQuest Technologies Inc,International Business Machines Corp,"Sequoia Capital Operations LLC (Fund: Sequoia Capital VI LP),Brentwood Associates Inc (Fund: Brentwood Associates VI LP),Oak Management Corp/California (Fund: Oak Investment Partners VI LP)",180,Cash, ,Completed,Technology,IBM
M&A,15/9/1997,Unison Software Inc,International Business Machines Corp,,170,Cash or Stock, ,Completed,Technology,IBM
M&A,7/4/2004,Daksh.com eServices Pvt Ltd,International Business Machines Corp,,170,Undisclosed, ,Completed,"Consumer, Non-cyclical",IBM
M&A,25/1/2005,Corio Inc,International Business Machines Corp,,168.05,Cash, ,Completed,Technology,IBM
M&A,15/2/2000,LGS Group Inc,International Business Machines Corp,,166.88,Cash,18.87,Completed,Technology,IBM
M&A,28/1/2016,Toshiba Global Commerce Solutions Holdings Corp,Toshiba TEC Corp,International Business Machines Corp,160.5,Cash, ,Completed,Technology,IBM
M&A,25/6/1998,IBM South Africa Group Ltd,International Business Machines Corp,,158.57,Cash,60.41,Completed,Technology,IBM
M&A,16/7/2007,Datamirror Corp,International Business Machines Corp,,149.26,Cash,16.15,Completed,Technology,IBM
M&A,29/3/2006,Equipment Financing Inc,International Business Machines Corp,CIT Group Inc/Old,138.1,Cash, ,Completed,Financial,IBM
M&A,13/11/1996,Edmark Corp,International Business Machines Corp,,110,Cash, ,Completed,N.A.,IBM
M&A,30/10/2001,Crossworlds Software Inc,International Business Machines Corp,,102.81,Cash, ,Completed,Communications,IBM
M&A,23/2/2016,Resilient Network Systems Inc/MA,International Business Machines Corp,Fairhaven Capital Management LLC,100,Cash, ,Completed,Technology,IBM
M&A,2/2/2018,Utopus Insights Inc,Vestas Wind Systems A/S,"International Business Machines Corp,Energir LP",100,Cash, ,Completed,Technology,IBM
M&A,11/12/2000,Tivoli's service desk ops,Peregrine Systems Inc/Old,International Business Machines Corp,98.88,Cash and Stock, ,Completed,Technology,IBM
M&A,28/8/2003,IBM Global Services Australia Ltd,International Business Machines Corp,Telstra Corp Ltd,98.13,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,14/8/2000,Office & Warehouse facility,Meridian Group LLC,International Business Machines Corp,90.3,Undisclosed, ,Completed,N.A.,IBM
M&A,1/8/2000,Edmark Corp,Riverdeep Group Ltd,International Business Machines Corp,85.17,Stock, ,Completed,Technology,IBM
M&A,14/1/2000,Accessible Software Inc,International Business Machines Corp,,75,Cash, ,Completed,Technology,IBM
M&A,7/7/2008,EG A/S,Nordic Capital Svenska AB,International Business Machines Corp,74.9,Cash,10.13,Completed,Technology,IBM
M&A,21/10/2004,Outsourcing business,Evry AS,International Business Machines Corp,71.65,Cash, ,Completed,Technology,IBM
M&A,29/3/2004,Regreb BV,International Business Machines Corp,DataTec Ltd,67.6,Cash, ,Completed,Technology,IBM
M&A,5/8/1997,PRINTED CIRCUIT BOARD MANUF  ,DII Group Inc,International Business Machines Corp,47,Undisclosed, ,Completed,N.A.,IBM
M&A,29/9/2003,PowerPRS Switch Fabric Product Line,Applied Micro Circuits Corp,International Business Machines Corp,47,Cash, ,Completed,Technology,IBM
M&A,19/4/2001,Mainspring Inc,International Business Machines Corp,,46.49,Cash, ,Completed,Communications,IBM
M&A,25/2/1998,PRODUCT MANAGER DATA MGMT SYS,Dassault Systemes SE,International Business Machines Corp,45,, ,Completed,N.A.,IBM
M&A,6/1/2005,7 ppty's/France,"Morgan Stanley,Immobiliere Batibail",International Business Machines Corp,44.51,Cash, ,Completed,Financial,IBM
M&A,9/12/2004,International Information Products Co Ltd,International Business Machines Corp,China Greatwall Technology Group Co Ltd,44,Cash, ,Completed,Technology,IBM
M&A,3/11/1999,Photomask Manufacturing Org  ,Toppan Photomasks Inc,International Business Machines Corp,40,Undisclosed, ,Completed,N.A.,IBM
M&A,17/12/2002,Chinese J/V cos,Elcoteq SE,International Business Machines Corp,37.3,Cash, ,Completed,Industrial,IBM
M&A,31/1/2014,900 IBM Patents,Twitter Inc,International Business Machines Corp,36,Cash, ,Completed,Technology,IBM
M&A,14/12/1999,Assets of shared storage unit,International Business Machines Corp,Mercury Systems Inc,23.5,Cash, ,Completed,N.A.,IBM
M&A,10/2/1999,IBM ARTIC DEVELOPMENT OPS    ,Radisys Corp,International Business Machines Corp,22.8,Cash, ,Completed,N.A.,IBM
M&A,17/6/2002,Wireless phone chipset assets,Qorvo US Inc,International Business Machines Corp,22,Cash, ,Completed,Technology,IBM
M&A,7/5/2015,Emptoris LLC,Tangoe US Inc,International Business Machines Corp,22,Cash, ,Completed,Technology,IBM
M&A,7/12/2006,non-core business,"International Business Machines Corp,Consit A/S,Traen Informationssystemer AS",Atea ASA,17.54,Cash, ,Completed,Technology,IBM
M&A,5/1/2004,Picoprocessor PowerNP products,HI/FN Inc,International Business Machines Corp,15,Cash, ,Completed,Technology,IBM
M&A,5/4/1994,Credit Invst't Management Co,FleetBoston Financial Corp,International Business Machines Corp,14,Undisclosed, ,Completed,N.A.,IBM
M&A,17/12/1999,OCP Ops                      ,Radisys Corp,International Business Machines Corp,13.93,Cash, ,Completed,N.A.,IBM
M&A,24/9/2015,Advanced Application Corp,International Business Machines Corp,JBCC Holdings Inc,13.38,Cash, ,Completed,Technology,IBM
M&A,3/9/2001,Rosebery property,Deutsche Industrial Trust,International Business Machines Corp,12.71,Cash, ,Completed,Financial,IBM
M&A,22/9/2009,RedPill Solutions,International Business Machines Corp,,11.8,Cash, ,Completed,Technology,IBM
M&A,31/3/2003,PCI-X Bridge product line,Tundra Semiconductor Corp,International Business Machines Corp,10,Cash, ,Completed,Technology,IBM
M&A,8/2/2000,Careerware,Bridges Transitions Inc,International Business Machines Corp,7.58,Cash, ,Completed,N.A.,IBM
M&A,2/5/2005,Stralfors Information Logistics AS,Stralfors AB,International Business Machines Corp,7.19,Cash, ,Completed,Technology,IBM
M&A,24/1/2007,Internet Security Systems KK,International Business Machines Corp,,4.89,Cash,41.09,Completed,Communications,IBM
M&A,1/4/2008,IBM Lease Co Ltd,International Business Machines Corp,China Greatwall Technology Group Co Ltd,4.53,Cash, ,Completed,Financial,IBM
M&A,29/1/2016,2D CAD System business,Argo Graphics Inc,International Business Machines Corp,3.47,Cash, ,Completed,Technology,IBM
M&A,29/9/2003,French affiliate assets,Applied Micro Circuits Corp,International Business Machines Corp,3,Cash, ,Completed,Technology,IBM
M&A,7/11/2001,Polar Bear Software Corp,Nexient Learning Inc,International Business Machines Corp,1.08,Stock, ,Completed,"Consumer, Non-cyclical",IBM
