Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Ticker
M&A,11/8/2003,Vesper SA,Embratel Participacoes SA,QUALCOMM Inc,N/A,Undisclosed, ,Completed,Communications,QCOM
M&A,21/8/2003,Technicolor Digital Cinema LLC,Technicolor SA,QUALCOMM Inc,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",QCOM
M&A,29/9/2003,Alcatel Mobicom assets,QUALCOMM Inc,Alcatel Lucent SAS,N/A,Undisclosed, ,Completed,Communications,QCOM
M&A,4/7/2013,Airtel Broadband Services Pvt Ltd,Bharti Airtel Ltd,QUALCOMM Inc,N/A,Cash, ,Completed,Communications,QCOM
M&A,9/8/2010,WiPower Inc,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Energy,QCOM
M&A,12/7/2010,Tapioca Mobile Inc,QUALCOMM Inc,,N/A,Cash, ,Completed,Technology,QCOM
M&A,30/7/2014,Empowered Careers Inc,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Technology,QCOM
M&A,14/8/2015,Silanna Semiconductor USA Inc,QUALCOMM Inc,Silanna Group Pty Ltd/The,N/A,Undisclosed, ,Completed,Industrial,QCOM
M&A,31/10/2013,Arteris technology assets,QUALCOMM Inc,Arteris Inc,N/A,Cash, ,Completed,Technology,QCOM
M&A,13/1/2014,Omnitracs Europe BV,Astrata Group Inc,QUALCOMM Inc,N/A,Undisclosed, ,Completed,Industrial,QCOM
M&A,23/1/2014,Palm IPAQ and Bitfone patent portfolio,QUALCOMM Inc,HP Inc,N/A,Cash, ,Completed,Technology,QCOM
M&A,13/6/2005,Vesuvius Inc,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Financial,QCOM
M&A,17/12/2007,SoftMax Inc,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Communications,QCOM
M&A,16/11/2006,nPhase LLC,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Communications,QCOM
M&A,16/9/2019,RF360 Holdings Singapore Pte Ltd,QUALCOMM Inc,TDK Corp,N/A,Undisclosed, ,Completed,Industrial,QCOM
M&A,31/5/2013,Orb Networks Inc,QUALCOMM Inc,"Morgenthaler Partners (Fund: Morgenthaler Partners VII LP),OVP Venture Partners (Fund: OVP Venture Partners VI LP)",N/A,Undisclosed, ,Completed,Technology,QCOM
M&A,15/1/2014,Viddy Inc,Fullscreen Inc,"QUALCOMM Inc,Private Investor,Goldman Sachs Capital Partners (Fund: GS Capital Partners III LP),New Enterprise Associates Inc (Fund: New Enterprise Associates XIII LP),Battery Ventures LP (Fund: Battery Ventures IX LP),Deer Management Co LLC (Fund: Bessemer Venture Partners VIII LP),Greycroft...",N/A,Cash, ,Completed,Technology,QCOM
M&A,23/8/2012,DesignArt Networks Ltd,QUALCOMM Inc,"Motorola Mobility LLC,Viola Ventures (Fund: Carmel Ventures II LP),Magma Venture Partners General Partner Ltd (Fund: Magma Venture Fund II LP)",N/A,Cash, ,Completed,Communications,QCOM
M&A,16/8/2017,Scyfer BV,QUALCOMM Inc,,N/A,Undisclosed, ,Completed,Industrial,QCOM
M&A,11/2/2019,Qualcomm Life Inc,Francisco Partners Management LLC,QUALCOMM Inc,N/A,Cash, ,Completed,"Consumer, Non-cyclical",QCOM
M&A,11/2/2019,Qualcomm Halo,WiTricity Corp,QUALCOMM Inc,N/A,Cash, ,Completed,Technology,QCOM
M&A,28/7/2016,NetSuite Inc,Oracle Corp,,8716.28,Cash, ,Completed,Technology,ORCL
M&A,6/6/2003,Peoplesoft Inc,Oracle Corp,,8402.4,Cash,23.51,Completed,Technology,ORCL
M&A,12/10/2007,BEA Systems Inc,Oracle Corp,,6778.75,Cash, ,Completed,Technology,ORCL
M&A,20/4/2009,Oracle America Inc,Oracle Corp,,5708.4,Cash,8.31,Completed,Technology,ORCL
M&A,23/6/2014,MICROS Systems Inc,Oracle Corp,,4429.38,Cash,16.93,Completed,Technology,ORCL
M&A,12/9/2005,Siebel Systems Inc,Oracle Corp,,3908.47,Cash or Stock,22.51,Completed,Technology,ORCL
M&A,1/3/2007,Hyperion Solutions Corp,Oracle Corp,,2705.59,Cash,20.08,Completed,Technology,ORCL
M&A,9/2/2012,Taleo Corp,Oracle Corp,,1837.99,Cash,124.88,Completed,Technology,ORCL
M&A,4/2/2013,Acme Packet Inc,Oracle Corp,,1677.46,Cash,199.01,Completed,Communications,ORCL
M&A,24/10/2011,RightNow Technologies Inc,Oracle Corp,,1467.37,Cash,63.72,Completed,Technology,ORCL
M&A,20/12/2013,Responsys Inc,Oracle Corp,,1437.86,Cash,102.4,Completed,Communications,ORCL
M&A,18/12/2017,Aconex Ltd,Oracle Corp,,1176.85,Cash,222.16,Completed,Technology,ORCL
M&A,2/11/2010,Art Technology Group Inc,Oracle Corp,,843.82,Cash,30.75,Completed,Communications,ORCL
M&A,20/12/2012,Eloqua Inc,Oracle Corp,,724.35,Cash, ,Completed,Technology,ORCL
M&A,16/4/2010,Phase Forward Inc,Oracle Corp,,648.78,Cash,21.25,Completed,Technology,ORCL
M&A,28/4/2016,Textura Corp,Oracle Corp,,602.61,Cash, ,Completed,Communications,ORCL
M&A,2/5/2016,OPOWER Inc,Oracle Corp,,509.4,Cash, ,Completed,Technology,ORCL
M&A,22/2/2016,Ravello Systems Ltd,Oracle Corp,"Sequoia Capital Operations LLC (Fund: Sequoia Capital Israel IV LP),NVP Associates LLC (Fund: Norwest Venture Partners XI LP),Deer Management Co LLC (Fund: Bessemer Venture Partners VIII LP),Qualcomm Ventures LLC/Delaware (Fund: Qualcomm Life Fund),SanDisk Ventures (Fund: SanDisk Ventures/Fun...",500,Cash, ,Completed,Technology,ORCL
M&A,8/3/2005,Retek Inc,Oracle Corp,,477.81,Cash,21.36,Completed,Technology,ORCL
M&A,2/11/2006,Stellent Inc,Oracle Corp,,350.66,Cash,28.14,Completed,Communications,ORCL
M&A,15/5/2007,Agile Software Corp,Oracle Corp,,310.45,Cash, ,Completed,Communications,ORCL
M&A,5/1/2016,AddThis Inc,Oracle Corp,"QED Asset Management Ltd,New Enterprise Associates Inc (Fund: New Enterprise Associates XII LP),ZG Ventures LLC,Institutional Venture Partners (Fund: Institutional Venture Partners XIII LP),Idea Foundry Inc,Novak Biddle Venture Partners (Fund: Novak Biddle Venture Partners V LP),Rho Ventures ...",200,Cash, ,Completed,Communications,ORCL
M&A,23/10/2006,MetaSolv Inc,Oracle Corp,,155.84,Cash,58.65,Completed,Technology,ORCL
M&A,12/4/2006,Portal Software Inc,Oracle Corp,,155.31,Cash, ,Completed,Communications,ORCL
M&A,4/8/1997,TREASURY SERVICES CORP       ,Oracle Corp,,120,Cash, ,Completed,N.A.,ORCL
M&A,24/9/1996,Datalogix International Inc,Oracle Corp,,94,Cash, ,Completed,Technology,ORCL
M&A,26/5/2010,USP Business and USP Products,Oracle Corp,Wameja Ltd,93.75,Cash, ,Completed,Technology,ORCL
M&A,11/2/2010,Convergin Israel Ltd,Oracle Corp,,80,Cash, ,Completed,Communications,ORCL
M&A,14/4/2016,Crosswise Ltd,Oracle Corp,"Horizons Ventures Ltd,Beijing Zhen Fund Management Co Ltd",50,Undisclosed, ,Completed,Technology,ORCL
M&A,10/11/1998,Concentra Corp,Oracle Corp,,44.42,Stock, ,Completed,N.A.,ORCL
M&A,9/3/1999,e-Travel Inc,Oracle Corp,,35,Cash, ,Completed,N.A.,ORCL
M&A,2/8/2005,Oracle Financial Services Software Ltd,Oracle Corp,,30.41,Cash,22.06,Completed,Technology,ORCL
M&A,11/2/2008,SDL Enterprise Technologies Inc,SDL Ltd,"Bank of America Corp,Oracle Corp,Eastman Chemical Co,Greylock Partners (Fund: Greylock IX LP),North Bridge Venture Partners LP (Fund: North Bridge Venture Partners III LP),Globespan Capital Partners Inc (Fund: Globespan Capital Partners IV LP)",26.6,Cash and Debt, ,Completed,Technology,ORCL
M&A,2/9/2007,Netsure Telecom Ltd,Oracle Corp,,23.18,Cash, ,Completed,Technology,ORCL
M&A,21/8/1998,Versatility Inc,Oracle Corp,,20.08,Cash, ,Completed,Technology,ORCL
M&A,20/8/2020,Proteus Digital Health Inc,Otsuka Holdings Co Ltd,"Medtronic PLC,Oracle Corp,St Jude Medical Inc,ITOCHU Corp,Kaiser Foundation Health Plan Inc,Private Investor,Harbin Gloria Pharmaceuticals Co Ltd,Carlyle Group Inc/The (Fund: Carlyle Venture Partners II LP),Novartis BioVentures Ltd,Essex Woodlands Management Inc (Fund: Essex Woodlands Health ...",15,Cash, ,Completed,Technology,ORCL
M&A,31/5/2006,Siebel Integration,Oracle Corp,,12.19,Cash, ,Completed,Technology,ORCL
M&A,9/11/1999,Carleton Corp,Oracle Corp,,7.79,Cash, ,Completed,Technology,ORCL
M&A,29/3/2010,Kerdock Consulting,Perficient Inc,Oracle Corp,6,Cash and Stock, ,Completed,"Consumer, Non-cyclical",ORCL
M&A,26/4/2004,Drutt Corp Inc,Oracle Corp,,0.35,Cash, ,Completed,Communications,ORCL
M&A,3/11/1998,One Meaning Inc,Oracle Corp,,N/A,Undisclosed, ,Completed,N.A.,ORCL
